0.2;0.21858;3.49298
0.2;0.37664;3.51992
0.2;0.47826;3.44191
0.2;0.54289;3.4683
0.2;0.70914;3.41324
0.2;1.32219;3.384
0.2;2.07496;3.34582
0.2;3.35468;3.31218
0.2;5.01078;3.29801
0.2;6.66688;3.29504
0.2;8.32298;3.2922
0.2;9.97909;3.29206
0.2;11.63519;3.29121
0.2;13.29129;3.2905
0.2;14.94739;3.2905
0.2;16.60349;3.28866
0.2;18.25959;3.28739
0.2;19.91569;3.28739
0.2;21.57179;3.2854
0.2;23.2279;3.28399
0.2;24.884;3.28229
0.2;26.5401;3.2786
0.2;28.1962;3.27648
0.2;29.8523;3.27435
0.2;31.5084;3.27081
0.2;33.1645;3.26685
0.2;34.82061;3.26543
0.2;36.47671;3.26245
0.2;38.13281;3.2609
0.2;39.78891;3.25764
0.2;41.44501;3.25622
0.2;43.10111;3.25594
0.2;44.75721;3.2531
0.2;46.41332;3.2531
0.2;48.06942;3.2531
0.2;49.72552;3.25183
0.2;51.38162;3.24999
0.2;53.03772;3.249
0.2;54.69382;3.24829
0.2;56.34992;3.24588
0.2;58.00603;3.24446
0.2;59.66213;3.24347
0.2;61.31823;3.24064
0.2;62.97433;3.23979
0.2;64.63043;3.2371
0.2;66.28653;3.23469
0.2;67.94263;3.23129
0.2;69.59874;3.22846
0.2;71.25484;3.22477
0.2;72.91094;3.22024
0.2;74.56704;3.21656
0.2;76.22314;3.21146
0.2;77.87924;3.20721
0.2;79.53534;3.20112
0.2;81.19145;3.19446
0.2;82.84755;3.18737
0.2;84.50365;3.17803
0.2;86.15975;3.16811
0.2;87.81585;3.15734
0.2;89.47195;3.14573
0.2;91.12805;3.13369
0.2;92.78416;3.11924
0.2;94.44026;3.0977
0.2;96.02108;3.0658
0.2;97.25375;3.02443
0.2;98.2794;2.98716
0.2;99.10745;2.95002
0.2;99.78495;2.91418
0.2;100.2617;2.87523
0.2;100.76355;2.83844
0.2;101.21522;2.80346
0.2;101.5916;2.76732
0.2;101.92693;2.72712
0.2;102.2691;2.68891
0.2;102.54284;2.64104
0.2;102.87132;2.5929
0.2;103.0386;2.54947
0.2;103.25607;2.50912
0.2;103.32298;2.47375
0.2;103.54197;2.4314
0.2;103.62409;2.38843
0.2;103.75959;2.34277
0.2;103.86874;2.25816
0.2;103.95866;2.29807
0.2;104.00048;2.2231
0.2;104.0193;2.15278
0.2;104.15103;2.1896
0.2;104.18329;2.11513
0.2;104.22631;2.07952
0.2;104.30159;2.04468
0.2;104.34212;2.00488
0.5;0.34842;3.43654
0.5;0.34842;3.48223
0.5;0.86776;3.38816
0.5;1.22182;3.36088
0.5;1.76549;3.32548
0.5;2.58936;3.29596
0.5;4.25801;3.28087
0.5;5.91411;3.27634
0.5;7.57021;3.27464
0.5;9.22631;3.27237
0.5;10.88241;3.2718
0.5;12.53851;3.27124
0.5;14.19462;3.27025
0.5;15.85072;3.26954
0.5;17.50682;3.2667
0.5;19.16292;3.26458
0.5;20.81902;3.26345
0.5;22.47512;3.26104
0.5;24.13122;3.25885
0.5;25.78733;3.25711
0.5;27.44343;3.25434
0.5;29.09953;3.2524
0.5;30.75563;3.25041
0.5;32.41173;3.24744
0.5;34.06783;3.24475
0.5;35.72393;3.24177
0.5;37.38004;3.24036
0.5;39.03614;3.23837
0.5;40.69224;3.23639
0.5;42.34834;3.23568
0.5;44.00444;3.23299
0.5;45.66054;3.23115
0.5;47.31664;3.22874
0.5;48.97275;3.22803
0.5;50.62885;3.2269
0.5;52.28495;3.22343
0.5;53.94105;3.22273
0.5;55.59715;3.21914
0.5;57.25325;3.21684
0.5;58.90935;3.21457
0.5;60.56546;3.21032
0.5;62.22156;3.20777
0.5;63.87766;3.20607
0.5;65.53376;3.20267
0.5;67.18986;3.19871
0.5;68.84596;3.19474
0.5;70.50206;3.19035
0.5;72.15817;3.18667
0.5;73.81427;3.18072
0.5;75.47037;3.17434
0.5;77.12647;3.16811
0.5;78.78257;3.16003
0.5;80.43867;3.15182
0.5;82.09477;3.14176
0.5;83.75087;3.13057
0.5;85.40698;3.11768
0.5;87.06308;3.10238
0.5;88.71918;3.08368
0.5;90.37528;3.05875
0.5;91.9561;3.02825
0.5;93.38637;2.99513
0.5;94.2897;2.95993
0.5;95.332;2.92707
0.5;96.17848;2.89116
0.5;96.95452;2.85357
0.5;97.9998;2.78374
0.5;98.49018;2.73919
0.5;98.92679;2.70024
0.5;99.35838;2.67655
0.5;99.92296;2.57857
0.5;100.19145;2.53428
0.5;100.45169;2.48433
0.5;100.63809;2.43023
0.5;100.83883;2.38925
0.5;101.13994;2.33979
0.5;101.27795;2.27842
0.5;101.44105;2.23608
0.5;101.45987;2.20304
0.5;101.72961;2.15739
0.5;101.74216;2.11051
0.5;101.76098;2.07273
0.5;101.96799;2.01876
0.5;102.11855;1.98936
1;0.34842;3.4876
1;0.47826;3.39622
1;0.47826;3.4446
1;0.73793;3.35053
1;1.12744;3.31828
1;1.73964;3.27652
1;2.4258;3.26184
1;3.35468;3.24891
1;5.01078;3.24059
1;6.66688;3.23457
1;8.32298;3.23626
1;9.97909;3.23363
1;11.63519;3.2328
1;13.29129;3.22928
1;14.94739;3.22385
1;16.60349;3.22544
1;18.25959;3.22274
1;19.91569;3.2232
1;21.57179;3.22028
1;23.2279;3.21731
1;24.884;3.21473
1;26.5401;3.21249
1;28.1962;3.21007
1;29.8523;3.20746
1;31.5084;3.20414
1;32.93867;3.20175
1;34.82061;3.20149
1;36.47671;3.19885
1;38.13281;3.19604
1;39.78891;3.19214
1;41.44501;3.19188
1;43.10111;3.18926
1;44.75721;3.18822
1;46.41332;3.18549
1;48.06942;3.18199
1;49.72552;3.17982
1;51.38162;3.17722
1;53.03772;3.17445
1;54.69382;3.17128
1;56.38004;3.16989
1;58.00603;3.16461
1;59.66213;3.16032
1;61.31823;3.15808
1;62.97433;3.15366
1;64.63043;3.14835
1;66.28653;3.14551
1;67.94263;3.14001
1;69.59874;3.13605
1;71.25484;3.12703
1;72.91094;3.12134
1;74.56704;3.11316
1;76.22314;3.10459
1;77.87924;3.09436
1;79.53534;3.08113
1;81.19145;3.06668
1;82.84755;3.04911
1;84.50365;3.02782
1;86.15975;3.00062
1;87.74057;2.97078
1;89.24612;2.93771
1;90.75167;2.90097
1;91.88083;2.85927
1;92.48305;2.83999
1;94.05551;2.7833
1;94.46176;2.74986
1;95.22314;2.71672
1;95.87889;2.67355
1;96.77385;2.62591
1;96.99969;2.57839
1;97.40117;2.53003
1;97.75246;2.4906
1;98.05357;2.44694
